номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 13:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 13:30:00,2475,-43
2025-06-30 13:35:00,2415,-45
2025-06-30 13:40:00,2410,-36
2025-06-30 13:45:00,2450,-75
2025-06-30 13:50:00,2450,-44
2025-06-30 13:55:00,2410,-62
2025-06-30 14:00:00,2465,-39
2025-06-30 14:05:00,2425,-45
2025-06-30 14:10:00,2450,-46
2025-06-30 14:15:00,2480,-38
2025-06-30 14:20:00,2430,-67
2025-06-30 14:25:00,2425,-64
2025-06-30 14:30:00,2410,-35
2025-06-30 14:35:00,2480,-64
2025-06-30 14:40:00,2470,-70
2025-06-30 14:45:00,2425,-35
2025-06-30 14:50:00,2445,-55
2025-06-30 14:55:00,2500,-74
2025-06-30 15:00:00,2450,-38
2025-06-30 15:05:00,2400,-54
2025-06-30 15:10:00,2425,-58
2025-06-30 15:15:00,2455,-43
2025-06-30 15:20:00,2415,-43
2025-06-30 15:25:00,2470,-62
